"JOB_ID","MACHINE_ID","JOB_DESC","DUE_DATE","CUSTOMER","GLOBE_JOB_NUM","FINISH_DATE","YIELD_QTY","ORDER_QTY","START_DATE","MATERIAL_DATE"
200274,58,"GL200274 CO2",1675051199,50,"GL200274",1674151020,0,28300,1674140600,1674140600
200275,51,"GL200275 GRAPHIC MGMT",1675051199,33,"GL200275",1674159680,0,24100,1674148400,1674148400
200276,58,"GL200276 CARDBOX",1675223999,4,"GL200276",1674159550,0,14300,1674151030,1674149950
200277,51,"GL200277 IPB",1675051199,34,"GL200277",1674173110,0,29400,1674159690,1674157800
200278,55,"GL200278 ARKAY",1674964799,39,"GL200278",1674170510,0,600,1674167610,1674160100
200279,50,"GL200279 ARKAY",1675137599,39,"GL200279",1674213880,0,32300,1674166750,1674166750
200280,57,"GL200280 GPA GLOBAL",1675051199,48,"GL200280",1674178740,0,20700,1674169050,1674169050
200281,55,"GL200281 GPA GLOBAL",1675137599,48,"GL200281",1674181770,0,10100,1674170520,1674169200
200282,40,"GL200282 GRAPHIC MGMT",1674964799,33,"GL200282",1674227140,0,21600,1674182200,1674171400
200283,51,"GL200283 CO2",1675310399,50,"GL200283",1674241450,0,41700,1674173120,1674173050
200284,58,"GL200284 CULTECH",1675310399,43,"GL200284",1674183010,0,24500,1674176850,1674176850
200285,58,"GL200285 IPB",1675051199,34,"GL200285",1674226930,0,30500,1674183020,1674181000
200286,57,"GL200286 CULTECH",1675223999,43,"GL200286",1674212980,0,1200,1674181050,1674181050
200287,55,"GL200287 IPB",1675051199,34,"GL200287",1674258630,0,121800,1674181780,1674181600
200288,57,"GL200288 CULTECH",1675396799,43,"GL200288",1674224320,0,18200,1674212990,1674182300
200289,50,"GL200289 GHP",1674964799,45,"GL200289",1674237320,0,45000,1674213890,1674213150
200290,58,"GL200290 ALBERT",1675396799,52,"GL200290",1674246720,0,21100,1674236750,1674236750
200291,50,"GL200291 KEYSTONE",1675223999,32,"GL200291",1674245060,0,200,1674242600,1674242600
200292,58,"GL200292 MENASHA",1675310399,14,"GL200292",1674254880,0,15800,1674246730,1674242900
200293,40,"GL200293 GRAPHIC MGMT",1674878399,33,"GL200293",1674306670,0,16900,1674267580,1674243850
200294,51,"GL200294 CARDBOX",1675223999,4,"GL200294",1674307890,0,120000,1674245200,1674245200
200295,40,"GL200295 KEYSTONE",1675483199,32,"GL200295",1674688790,0,44200,1674670880,1674246250
200296,50,"GL200296 GPA GLOBAL",1675223999,48,"GL200296",1674592620,0,193000,1674246300,1674246300
200297,58,"GL200297 IPB",1675396799,34,"GL200297",1674266130,0,28100,1674254890,1674246650
200298,55,"GL200298 CARDBOX",1675310399,4,"GL200298",1674267040,0,5600,1674258640,1674257150
200299,55,"GL200299 CULTECH",1675223999,43,"GL200299",1674507900,0,40600,1674267050,1674263450
200300,40,"GL200300 MENASHA",1675051199,14,"GL200300",1674308740,0,1000,1674306680,1674264800
200301,40,"GL200301 MENASHA",1675396799,14,"GL200301",1674670870,0,106600,1674308750,1674268100
200302,58,"GL200302 GRAPHIC MGMT",1674878399,33,"GL200302",1674304690,0,21900,1674268950,1674268950
200303,58,"GL200303 GPA GLOBAL",1675137599,48,"GL200303",1674477930,0,103600,1674304700,1674303100
200304,35,"GL200304 KEYSTONE",1675051199,32,"GL200304",1674528390,0,140600,1674313670,1674304600
200305,49,"GL200305 IPB",1675137599,34,"GL200305",1674585470,0,39600,1674516640,1674318300
200306,57,"GL200306 IPB",1675483199,34,"GL200306",1674482500,0,29500,1674318400,1674318400
200307,58,"GL200307 ARKAY",1675137599,39,"GL200307",1674487380,0,33000,1674477940,1674473950
200308,51,"GL200308 CARDBOX",1675396799,4,"GL200308",1674491150,0,29900,1674478500,1674478500
200309,57,"GL200309 GPA GLOBAL",1675396799,48,"GL200309",1674486180,0,800,1674482950,1674482950
200310,57,"GL200310 GRAPHIC MGMT",1675310399,33,"GL200310",1674503410,0,1000,1674501740,1674484200
200311,58,"GL200311 GHP",1675396799,45,"GL200311",1674526980,0,116100,1674487390,1674484350
200312,57,"GL200312 CULTECH",1675223999,43,"GL200312",1674501730,0,30100,1674486190,1674485100
200313,35,"GL200313 MENASHA",1675396799,14,"GL200313",1674563220,0,11000,1674528400,1674491200
200314,51,"GL200314 GRAPHIC MGMT",1675223999,33,"GL200314",1674513310,0,21900,1674500650,1674500650
200315,35,"GL200315 GPI",1675655999,49,"GL200315",1674589170,0,23600,1674574470,1674507500
200316,49,"GL200316 GRAPHIC MGMT",1675569599,33,"GL200316",1674678130,0,28100,1674656360,1674515400
200317,51,"GL200317 CARDBOX",1675742399,4,"GL200317",1674561580,0,35300,1674515950,1674515950
200318,49,"GL200318 IPB",1675483199,34,"GL200318",1674648370,0,25000,1674585480,1674516000
200319,58,"GL200319 MENASHA",1675483199,14,"GL200319",1674568560,0,30300,1674526990,1674516050
200320,55,"GL200320 CARDBOX",1675742399,4,"GL200320",1674563820,0,20600,1674519950,1674519950
200321,58,"GL200321 GPI",1675569599,49,"GL200321",1674572190,0,1100,1674568570,1674528600
200322,35,"GL200322 GPI",1675569599,49,"GL200322",1674574460,0,35000,1674563230,1674529100
200323,55,"GL200323 CO2",1675742399,50,"GL200323",1674573150,0,13500,1674563830,1674558650
200324,50,"GL200324 GRAPHIC MGMT",1675483199,33,"GL200324",1674602160,0,16700,1674592630,1674559500
200325,57,"GL200325 ALBERT",1675310399,52,"GL200325",1674577790,0,55100,1674560250,1674560250
200326,55,"GL200326 GPI",1675483199,49,"GL200326",1674576630,0,1700,1674573160,1674566700
200327,58,"GL200327 CULTECH",1675655999,43,"GL200327",1674594850,0,70700,1674572200,1674571500
200328,55,"GL200328 GPI",1675483199,49,"GL200328",1674669880,0,121400,1674576640,1674572100
200329,49,"GL200329 CULTECH",1675655999,43,"GL200329",1674692710,0,17500,1674680470,1674574900
200330,57,"GL200330 ARKAY",1675569599,39,"GL200330",1674677810,0,22000,1674582200,1674582200
200331,35,"GL200331 ARKAY",1675828799,39,"GL200331",1674601970,0,38100,1674589180,1674582300
200332,51,"GL200332 GPA GLOBAL",1675742399,48,"GL200332",1674600420,0,45600,1674583550,1674583550
200333,50,"GL200333 GPA GLOBAL",1675396799,48,"GL200333",1674654720,0,40800,1674602170,1674593100
200334,49,"GL200334 GPA GLOBAL",1675483199,48,"GL200334",1674656350,0,12500,1674648380,1674593300
200335,58,"GL200335 IPB",1675396799,34,"GL200335",1674601200,0,12600,1674594860,1674593350
200336,35,"GL200336 GHP",1675655999,45,"GL200336",1674676080,0,32900,1674601980,1674596750
200337,40,"GL200337 ALBERT",1675310399,52,"GL200337",1674656800,0,20000,1674644400,1674597400
200338,49,"GL200338 GHP",1675655999,45,"GL200338",1674697500,0,1200,1674692720,1674598050
200339,58,"GL200339 IPB",1675483199,34,"GL200339",1674609710,0,1800,1674605150,1674605150
200340,35,"GL200340 ARKAY",1675742399,39,"GL200340",1674690740,0,21800,1674676090,1674605950
200341,50,"GL200341 ALBERT",1675310399,52,"GL200341",1674646150,0,800,1674644400,1674613200
200342,50,"GL200342 GRAPHIC MGMT",1675569599,33,"GL200342",1674675670,0,21600,1674668040,1674644500
200343,57,"GL200343 CULTECH",1675655999,43,"GL200343",1674840110,0,22400,1674828110,1674648300
200344,50,"GL200344 GPI",1675310399,49,"GL200344",1674668030,0,20300,1674654730,1674649400
200345,40,"GL200345 CULTECH",1675569599,43,"GL200345",1674778730,0,110500,1674688800,1674649900
200346,58,"GL200346 KEYSTONE",1675742399,32,"GL200346",1674696540,0,204000,1674651400,1674651400
200347,55,"GL200347 GHP",1675396799,45,"GL200347",1674671600,0,100,1674669890,1674657800
200348,57,"GL200348 CO2",1675569599,50,"GL200348",1674775860,0,23000,1674677820,1674669300
200349,49,"GL200349 GRAPHIC MGMT",1676087999,33,"GL200349",1675435330,0,1200,1675430730,1674673750
200350,49,"GL200350 GHP",1675483199,45,"GL200350",1674680460,0,700,1674678140,1674676550
200351,50,"GL200351 KEYSTONE",1675742399,32,"GL200351",1674691940,0,35400,1674677050,1674677050
200352,50,"GL200352 GPA GLOBAL",1675742399,48,"GL200352",1674697120,0,1300,1674691950,1674681350
200353,50,"GL200353 MENASHA",1675828799,14,"GL200353",1674771040,0,10000,1674697130,1674684300
200354,55,"GL200354 CULTECH",1675569599,43,"GL200354",1674692130,0,7200,1674686050,1674686050
200355,49,"GL200355 KEYSTONE",1675655999,32,"GL200355",1674763640,0,64900,1674697510,1674689550
200356,58,"GL200356 CO2",1675655999,50,"GL200356",1674731410,0,1200,1674698810,1674689850
200357,49,"GL200357 KEYSTONE",1675915199,32,"GL200357",1674835120,0,22800,1674763650,1674690100
200358,58,"GL200358 ALBERT",1675396799,52,"GL200358",1674698800,0,1400,1674696550,1674692900
200359,55,"GL200359 ALBERT",1675742399,52,"GL200359",1674752820,0,36200,1674696800,1674696800
200360,50,"GL200360 CO2",1675483199,50,"GL200360",1674746870,0,35500,1674730800,1674699500
200361,58,"GL200361 GPA GLOBAL",1675655999,48,"GL200361",1674747030,0,57400,1674731420,1674699650
200362,55,"GL200362 IPB",1675569599,34,"GL200362",1674732800,0,600,1674730800,1674701150
200363,35,"GL200363 ARKAY",1675828799,39,"GL200363",1674755810,0,22200,1674734050,1674734050
200364,50,"GL200364 GHP",1675742399,45,"GL200364",1674766920,0,30600,1674746880,1674735350
200365,35,"GL200365 ARKAY",1675483199,39,"GL200365",1674765930,0,20000,1674755820,1674738350
200366,55,"GL200366 ARKAY",1675569599,39,"GL200366",1674778030,0,1100,1674775990,1674744000
200367,35,"GL200367 CULTECH",1675828799,43,"GL200367",1674774610,0,8400,1674765940,1674745050
200368,49,"GL200368 GHP",1675915199,45,"GL200368",1674913240,0,31700,1674863910,1674746150
200369,58,"GL200369 ARKAY",1675655999,39,"GL200369",1674755100,0,1300,1674749550,1674749550
200370,55,"GL200370 GPA GLOBAL",1675483199,48,"GL200370",1674775980,0,34800,1674752830,1674750500
200371,51,"GL200371 CULTECH",1675310399,43,"GL200371",1674767720,0,58100,1674753200,1674753200
200372,40,"GL200372 GPA GLOBAL",1675742399,48,"GL200372",1674828920,0,27500,1674784580,1674754400
200373,40,"GL200373 CARDBOX",1675569599,4,"GL200373",1674784570,0,1600,1674778740,1674756350
200374,40,"GL200374 CO2",1675742399,50,"GL200374",1675166640,0,33700,1675115720,1674757750
200375,58,"GL200375 MENASHA",1675742399,14,"GL200375",1674775070,0,37400,1674757900,1674757900
200376,57,"GL200376 CARDBOX",1675569599,4,"GL200376",1674828100,0,50500,1674775870,1674759100
200377,35,"GL200377 IPB",1675828799,34,"GL200377",1674908740,0,78200,1674774620,1674760600
200378,55,"GL200378 KEYSTONE",1675828799,32,"GL200378",1674833870,0,18600,1674778040,1674764100
200379,50,"GL200379 GPA GLOBAL",1675828799,48,"GL200379",1674841280,0,43900,1674771050,1674770800
200380,58,"GL200380 ARKAY",1675742399,39,"GL200380",1674833670,0,127400,1674775080,1674772750
200381,49,"GL200381 CARDBOX",1675655999,4,"GL200381",1674829190,0,14100,1674817200,1674775200
200382,40,"GL200382 CO2",1676174399,50,"GL200382",1675177270,0,900,1675175040,1674777050
200383,40,"GL200383 GHP",1675742399,45,"GL200383",1675170080,0,300,1675166650,1674783000
200384,55,"GL200384 CULTECH",1675742399,43,"GL200384",1674829100,0,16000,1674817200,1674785950
200385,50,"GL200385 ARKAY",1675483199,39,"GL200385",1674828920,0,17000,1674817200,1674786900
200386,55,"GL200386 CULTECH",1675828799,43,"GL200386",1674857680,0,10300,1674850320,1674787300
200387,40,"GL200387 GRAPHIC MGMT",1675915199,33,"GL200387",1675175030,0,2500,1675170090,1674819950
200388,40,"GL200388 CO2",1675655999,50,"GL200388",1675115710,0,132900,1674828930,1674822700
200389,51,"GL200389 KEYSTONE",1675828799,32,"GL200389",1674831020,0,15100,1674823750,1674823750
200390,49,"GL200390 GHP",1675828799,45,"GL200390",1674863900,0,22000,1674835130,1674833100
200391,55,"GL200391 ARKAY",1675655999,39,"GL200391",1674850310,0,25300,1674833880,1674833700
200392,51,"GL200392 CO2",1675915199,50,"GL200392",1674861930,0,51200,1674836000,1674836000
200393,57,"GL200393 CO2",1675915199,50,"GL200393",1674843420,0,1200,1674840120,1674839150
200394,58,"GL200394 IPB",1675569599,34,"GL200394",1674848130,0,27200,1674840550,1674840550
200395,50,"GL200395 KEYSTONE",1675915199,32,"GL200395",1674861890,0,16200,1674841290,1674840550
200396,57,"GL200396 CO2",1675828799,50,"GL200396",1674849350,0,13200,1674843430,1674843350
200397,49,"GL200397 KEYSTONE",1676001599,32,"GL200397",1675200260,0,178100,1674913250,1674844000
200398,57,"GL200398 KEYSTONE",1675742399,32,"GL200398",1674857610,0,400,1674853920,1674846050
200399,57,"GL200399 GHP",1675655999,45,"GL200399",1674853910,0,11300,1674849360,1674848850
200400,57,"GL200400 CO2",1675742399,50,"GL200400",1674871030,0,35900,1674857620,1674849350
200401,50,"GL200401 IPB",1675828799,34,"GL200401",1674907450,0,28400,1674861900,1674851400
200402,58,"GL200402 CULTECH",1675742399,43,"GL200402",1674872780,0,34200,1674857600,1674857600
200403,55,"GL200403 ARKAY",1675915199,39,"GL200403",1674911330,0,30500,1674862600,1674862600
200404,58,"GL200404 GHP",1675655999,45,"GL200404",1674907360,0,12600,1674872790,1674864900
200405,55,"GL200405 CULTECH",1675915199,43,"GL200405",1674918300,0,1200,1674914400,1674865250
200406,50,"GL200406 GPA GLOBAL",1675915199,48,"GL200406",1674921700,0,31800,1674907460,1674868450
200407,57,"GL200407 IPB",1675569599,34,"GL200407",1675081740,0,78500,1674871040,1674870100
200408,58,"GL200408 GPA GLOBAL",1675655999,48,"GL200408",1674911850,0,9400,1674907370,1674874200
200409,58,"GL200409 IPB",1675742399,34,"GL200409",1675084980,0,46400,1674911860,1674908400
200410,55,"GL200410 ARKAY",1675828799,39,"GL200410",1674914390,0,800,1674911340,1674908750
200411,35,"GL200411 KEYSTONE",1675828799,32,"GL200411",1675076890,0,26900,1674911100,1674911100
200412,50,"GL200412 GHP",1676087999,45,"GL200412",1675088010,0,8800,1675080470,1674915100
200413,55,"GL200413 GRAPHIC MGMT",1675655999,33,"GL200413",1675080410,0,16200,1674918310,1674916000
200414,50,"GL200414 ALBERT",1675828799,52,"GL200414",1675080460,0,400,1675077110,1674918850
200415,50,"GL200415 CARDBOX",1675742399,4,"GL200415",1675077100,0,1100,1674921710,1674920200
200416,35,"GL200416 MENASHA",1675915199,14,"GL200416",1675106780,0,68500,1675076900,1674920700
200417,57,"GL200417 IPB",1676174399,34,"GL200417",1675102100,0,50700,1675081750,1674923800
200418,55,"GL200418 CARDBOX",1675915199,4,"GL200418",1675099100,0,24400,1675080420,1674924400
200419,58,"GL200419 GPA GLOBAL",1675915199,48,"GL200419",1675088370,0,1200,1675084990,1675081950
200420,51,"GL200420 CARDBOX",1676087999,4,"GL200420",1675103040,0,35400,1675082900,1675082900
200421,50,"GL200421 GPI",1676001599,49,"GL200421",1675273050,0,139300,1675088450,1675088450
200422,40,"GL200422 MENASHA",1676260799,14,"GL200422",1675185590,0,8400,1675177280,1675091800
200423,40,"GL200423 GPI",1676347199,49,"GL200423",1675217390,0,37600,1675185600,1675093750
200424,55,"GL200424 GHP",1675915199,45,"GL200424",1675182150,0,101300,1675099110,1675095100
200425,58,"GL200425 GHP",1676087999,45,"GL200425",1675105820,0,13700,1675098350,1675098350
200426,35,"GL200426 ARKAY",1676174399,39,"GL200426",1675113420,0,10000,1675106790,1675100150
200427,58,"GL200427 IPB",1675915199,34,"GL200427",1675121660,0,32900,1675109850,1675109850
200428,57,"GL200428 ARKAY",1675828799,39,"GL200428",1675129540,0,36700,1675110500,1675110500
200429,35,"GL200429 MENASHA",1676001599,14,"GL200429",1675208190,0,102700,1675113750,1675113750
200430,57,"GL200430 CO2",1675828799,50,"GL200430",1675216780,0,67300,1675129550,1675120300
200431,58,"GL200431 CO2",1676001599,50,"GL200431",1675129540,0,12600,1675122550,1675122550
200432,58,"GL200432 GPA GLOBAL",1675915199,48,"GL200432",1675173040,0,29500,1675132000,1675132000
200433,51,"GL200433 GPA GLOBAL",1675915199,48,"GL200433",1675168590,0,24100,1675132950,1675132950
200434,49,"GL200434 CO2",1675742399,50,"GL200434",1675256610,0,30800,1675200270,1675163900
200435,58,"GL200435 GPA GLOBAL",1675915199,48,"GL200435",1675185820,0,28700,1675173050,1675167000
200436,55,"GL200436 ALBERT",1676174399,52,"GL200436",1675195630,0,21200,1675182160,1675175050
200437,49,"GL200437 CULTECH",1676174399,43,"GL200437",1675459340,0,32800,1675435340,1675176350
200438,58,"GL200438 ARKAY",1676087999,39,"GL200438",1675261410,0,81400,1675185830,1675178600
200439,57,"GL200439 IPB",1676087999,34,"GL200439",1675262170,0,24900,1675252560,1675191450
200440,55,"GL200440 ARKAY",1676433599,39,"GL200440",1675202090,0,1200,1675196950,1675196950
200441,35,"GL200441 GHP",1675742399,45,"GL200441",1675265220,0,43800,1675208200,1675197200
200442,55,"GL200442 CARDBOX",1676087999,4,"GL200442",1675205610,0,1800,1675202100,1675198700
200443,55,"GL200443 MENASHA",1676174399,14,"GL200443",1675279870,0,121900,1675205620,1675202950
200444,49,"GL200444 GHP",1675915199,45,"GL200444",1675260750,0,1200,1675256620,1675206800
200445,40,"GL200445 CARDBOX",1676174399,4,"GL200445",1675263750,0,28000,1675217400,1675208700
200446,58,"GL200446 KEYSTONE",1676001599,32,"GL200446",1675256210,0,19700,1675249200,1675210600
200447,49,"GL200447 IPB",1676001599,34,"GL200447",1675277260,0,20800,1675262950,1675211050
200448,49,"GL200448 GPA GLOBAL",1675915199,48,"GL200448",1675262940,0,1200,1675260760,1675214300
200449,57,"GL200449 MENASHA",1676001599,14,"GL200449",1675252550,0,25400,1675216790,1675214600
200450,58,"GL200450 GHP",1676001599,45,"GL200450",1675259670,0,1000,1675256220,1675218500
200451,49,"GL200451 GRAPHIC MGMT",1676347199,33,"GL200451",1675468760,0,14200,1675459350,1675218700
200452,40,"GL200452 GRAPHIC MGMT",1676087999,33,"GL200452",1675272420,0,7500,1675263760,1675253050
200453,58,"GL200453 CULTECH",1676260799,43,"GL200453",1675266970,0,7300,1675261420,1675254750
200454,57,"GL200454 GPI",1676174399,49,"GL200454",1675272720,0,17600,1675262180,1675256350
200455,57,"GL200455 CULTECH",1676347199,43,"GL200455",1675280690,0,7600,1675275890,1675257100
200456,35,"GL200456 GPI",1676087999,49,"GL200456",1675301260,0,23700,1675265230,1675259700
200457,50,"GL200457 CARDBOX",1676347199,4,"GL200457",1675290440,0,28600,1675273060,1675261250
200458,55,"GL200458 CO2",1676260799,50,"GL200458",1675456440,0,61800,1675279880,1675261900
200459,57,"GL200459 ALBERT",1675915199,52,"GL200459",1675275880,0,1800,1675272730,1675262700
200460,57,"GL200460 GPA GLOBAL",1676347199,48,"GL200460",1675293300,0,32800,1675280700,1675263700
200461,40,"GL200461 ARKAY",1676260799,39,"GL200461",1675281440,0,15900,1675272430,1675265250
200462,49,"GL200462 CO2",1675742399,50,"GL200462",1675279960,0,1400,1675277270,1675271150
200463,40,"GL200463 MENASHA",1676433599,14,"GL200463",1675386980,0,95500,1675281450,1675271550
200464,35,"GL200464 KEYSTONE",1675915199,32,"GL200464",1675340330,0,14900,1675301270,1675273100
200465,58,"GL200465 CULTECH",1676001599,43,"GL200465",1675288380,0,41100,1675274950,1675274950
200466,49,"GL200466 GPA GLOBAL",1676001599,48,"GL200466",1675430720,0,138700,1675279970,1675278400
200467,35,"GL200467 IPB",1676087999,34,"GL200467",1675350750,0,20200,1675340340,1675279050
200468,50,"GL200468 MENASHA",1676087999,14,"GL200468",1675296260,0,10000,1675290450,1675285900
200469,57,"GL200469 ARKAY",1676260799,39,"GL200469",1675300470,0,500,1675295450,1675286000
200470,51,"GL200470 GRAPHIC MGMT",1676087999,33,"GL200470",1675301470,0,22800,1675290400,1675290400
200471,57,"GL200471 IPB",1676174399,34,"GL200471",1675295440,0,1000,1675293310,1675291400
200472,55,"GL200472 ARKAY",1676174399,39,"GL200472",1675439360,0,143400,1675335600,1675300200
200473,57,"GL200473 KEYSTONE",1676260799,32,"GL200473",1675349770,0,36800,1675301650,1675301650
200474,50,"GL200474 KEYSTONE",1676433599,32,"GL200474",1675351610,0,30500,1675301900,1675301900
200475,58,"GL200475 GHP",1676001599,45,"GL200475",1675305270,0,900,1675303050,1675303050
200476,58,"GL200476 KEYSTONE",1675915199,32,"GL200476",1675337700,0,600,1675336450,1675336450
200477,40,"GL200477 KEYSTONE",1676347199,32,"GL200477",1675465940,0,93400,1675386990,1675337900
200478,58,"GL200478 GRAPHIC MGMT",1676001599,33,"GL200478",1675351790,0,25800,1675344350,1675344350
200479,58,"GL200479 ARKAY",1676606399,39,"GL200479",1675360360,0,16000,1675351800,1675347750
200480,57,"GL200480 ARKAY",1676087999,39,"GL200480",1675352250,0,500,1675350050,1675350050
200481,57,"GL200481 CULTECH",1676174399,43,"GL200481",1675363810,0,1200,1675360950,1675360950
200482,50,"GL200482 MENASHA",1675915199,14,"GL200482",1675457700,0,117200,1675362850,1675362850
200483,35,"GL200483 CO2",1676347199,50,"GL200483",1675377600,0,22700,1675363100,1675363100
200484,58,"GL200484 CULTECH",1676347199,43,"GL200484",1675372530,0,23400,1675364400,1675364400
200485,57,"GL200485 CO2",1676174399,50,"GL200485",1675377110,0,37100,1675364750,1675364750
200486,58,"GL200486 GRAPHIC MGMT",1676519999,33,"GL200486",1675389870,0,23900,1675372540,1675368800
200487,58,"GL200487 GPA GLOBAL",1676087999,48,"GL200487",1675430870,0,36600,1675389880,1675376550
200488,57,"GL200488 KEYSTONE",1676347199,32,"GL200488",1675428030,0,28500,1675391650,1675391650
200489,55,"GL200489 GPA GLOBAL",1676174399,48,"GL200489",1675445030,0,1200,1675439370,1675426950
200490,57,"GL200490 GPI",1676433599,49,"GL200490",1675439760,0,25100,1675428040,1675427450
200491,35,"GL200491 CO2",1676519999,50,"GL200491",1675455320,0,44900,1675428800,1675428800
200492,58,"GL200492 CARDBOX",1676606399,4,"GL200492",1675437750,0,23700,1675430880,1675430150
200493,55,"GL200493 KEYSTONE",1676433599,32,"GL200493",1675479560,0,16500,1675467470,1675432450
200494,57,"GL200494 GPI",1676347199,49,"GL200494",1675457470,0,36800,1675439770,1675435950
200495,58,"GL200495 GPA GLOBAL",1676174399,48,"GL200495",1675440350,0,1400,1675437760,1675436450
200496,55,"GL200496 KEYSTONE",1676260799,32,"GL200496",1675467460,0,16300,1675456450,1675436750
200497,49,"GL200497 GPA GLOBAL",1676347199,48,"GL200497",1675681940,0,29700,1675468770,1675437450
200498,58,"GL200498 GHP",1676692799,45,"GL200498",1675518570,0,138300,1675440360,1675439750
200499,35,"GL200499 GHP",1676519999,45,"GL200499",1675469590,0,24700,1675455330,1675449650
200500,40,"GL200500 CARDBOX",1676174399,4,"GL200500",1675469190,0,2000,1675465950,1675451750
200501,57,"GL200501 KEYSTONE",1676433599,32,"GL200501",1675473500,0,28300,1675457480,1675451800
200502,57,"GL200502 GRAPHIC MGMT",1676433599,33,"GL200502",1675524150,0,86600,1675473510,1675453400
200503,40,"GL200503 CO2",1676347199,50,"GL200503",1675478680,0,15900,1675469200,1675455550
200504,40,"GL200504 CO2",1676347199,50,"GL200504",1675519720,0,16300,1675478690,1675459250
200505,50,"GL200505 ALBERT",1676606399,52,"GL200505",1675478760,0,30700,1675462850,1675462850
200506,49,"GL200506 CULTECH",1676519999,43,"GL200506",1675695290,0,14700,1675681950,1675465000
200507,51,"GL200507 GHP",1676606399,45,"GL200507",1675510650,0,24200,1675468750,1675468750
200508,49,"GL200508 GHP",1676519999,45,"GL200508",1675722020,0,31400,1675695300,1675474550
200509,40,"GL200509 ALBERT",1676519999,52,"GL200509",1675703750,0,12800,1675693480,1675479550
200510,40,"GL200510 GPA GLOBAL",1676260799,48,"GL200510",1675693470,0,17300,1675519730,1675508800
200511,50,"GL200511 KEYSTONE",1676433599,32,"GL200511",1675684220,0,62200,1675509250,1675509250
200512,40,"GL200512 CARDBOX",1676692799,4,"GL200512",1675866990,0,21000,1675855490,1675512550
200513,57,"GL200513 GHP",1676347199,45,"GL200513",1675525790,0,600,1675524160,1675514100
200514,57,"GL200514 GRAPHIC MGMT",1676606399,33,"GL200514",1675682440,0,15400,1675525800,1675515750
200515,35,"GL200515 GPI",1676174399,49,"GL200515",1675520100,0,700,1675516850,1675516850
200516,58,"GL200516 CARDBOX",1676174399,4,"GL200516",1675523370,0,6700,1675518580,1675517850
200517,35,"GL200517 KEYSTONE",1676433599,32,"GL200517",1675529970,0,27800,1675520110,1675519850
200518,55,"GL200518 MENASHA",1676433599,14,"GL200518",1675526130,0,1200,1675522350,1675522350
200519,57,"GL200519 GRAPHIC MGMT",1676606399,33,"GL200519",1675710770,0,93500,1675682450,1675524100
200520,58,"GL200520 GHP",1676433599,45,"GL200520",1675527170,0,700,1675524450,1675524450
200521,58,"GL200521 GPI",1676433599,49,"GL200521",1675691560,0,28300,1675527850,1675527850
200522,55,"GL200522 CO2",1676174399,50,"GL200522",1675692310,0,28000,1675528050,1675528050
200523,35,"GL200523 GRAPHIC MGMT",1676606399,33,"GL200523",1675697800,0,47000,1675681650,1675681650
200524,40,"GL200524 CARDBOX",1676606399,4,"GL200524",1675725770,0,39100,1675703760,1675686050
200525,57,"GL200525 GHP",1677211199,45,"GL200525",1675790050,0,18200,1675782540,1675691150
200526,50,"GL200526 MENASHA",1676606399,14,"GL200526",1675722100,0,44000,1675693050,1675693050
200527,55,"GL200527 MENASHA",1677038399,14,"GL200527",1675890310,0,125400,1675693100,1675693100
200528,57,"GL200528 KEYSTONE",1676692799,32,"GL200528",1675725270,0,29100,1675710780,1675696050
200529,49,"GL200529 CO2",1676692799,50,"GL200529",1675803220,0,93200,1675722030,1675696300
200530,35,"GL200530 GHP",1676347199,45,"GL200530",1675717990,0,32900,1675698350,1675698350
200531,58,"GL200531 KEYSTONE",1676433599,32,"GL200531",1675704250,0,800,1675700850,1675700850
200532,57,"GL200532 CARDBOX",1676606399,4,"GL200532",1675782530,0,53000,1675725280,1675711400
200533,58,"GL200533 GPI",1676951999,49,"GL200533",1675820740,0,97700,1675711400,1675711400
200534,40,"GL200534 GPA GLOBAL",1676347199,48,"GL200534",1675810920,0,103900,1675725780,1675716350
200535,50,"GL200535 ALBERT",1676433599,52,"GL200535",1675724830,0,1300,1675722110,1675719950
200536,35,"GL200536 MENASHA",1676692799,14,"GL200536",1675728500,0,300,1675725450,1675725450
200537,35,"GL200537 MENASHA",1676606399,14,"GL200537",1675735110,0,200,1675729100,1675729100
200538,55,"GL200538 CULTECH",1676951999,43,"GL200538",1675821230,0,125700,1675767600,1675733450
200539,58,"GL200539 KEYSTONE",1676519999,32,"GL200539",1675776550,0,18600,1675767600,1675737850
200540,50,"GL200540 GPI",1676951999,49,"GL200540",1675793840,0,79600,1675738750,1675738750
200541,49,"GL200541 CULTECH",1676606399,43,"GL200541",1675856630,0,30600,1675803230,1675774200
200542,35,"GL200542 GRAPHIC MGMT",1676951999,33,"GL200542",1675798220,0,32000,1675780250,1675780250
200543,51,"GL200543 GHP",1676865599,45,"GL200543",1675822170,0,20100,1675781650,1675781650
200544,49,"GL200544 GHP",1677124799,45,"GL200544",1676327230,0,1000,1676322560,1675782550
200545,57,"GL200545 CO2",1676865599,50,"GL200545",1675873740,0,27300,1675865830,1675784600
200546,57,"GL200546 CULTECH",1676519999,43,"GL200546",1675824660,0,79500,1675790060,1675787300
200547,40,"GL200547 KEYSTONE",1676433599,32,"GL200547",1675855480,0,22600,1675810930,1675789450
200548,58,"GL200548 CARDBOX",1676779199,4,"GL200548",1675857890,0,18400,1675820750,1675791150
